date,PB01,PB02,PB03,PB04,PB05,PB06,PB07,PB08,BB01,BB02,BB03,BB04,BB05,BB06,BB07,VB01,VB02,VB03,VB04,VB05,open,close,fwd_1d,fwd_3d,fwd_5d,fwd_10d,fwd_20d
2018-07-11,0,1,0,0,0,0,-0.01651,-0.00188,0,0,0,0,1,-0.69582,0.01616,0,0,0,1,-0.18976,258.51,259.04,0.004406613686866789,-0.06768106662649243,-0.1036119166886369,-0.10869647094271395,-0.13054122255282286
2018-07-12,0,1,0,0,0,0,-0.02507,-0.00322,0,0,0,0,1,-0.90675,0.01599,0,0,0,1,-0.24967,265.51,266.68,-0.013900753281043787,-0.0629028500427119,-0.04690533509357775,-0.05214723926380371,-0.09388832802671432
2018-07-13,0,1,0,0,0,0,-0.03781,-0.00524,0,1,0,1,1,-1.17211,0.01705,0,0,0,1,-0.14816,257.54,253.96,-0.028797865662272493,-0.06622724419334591,-0.04508003766478341,-0.041470495919648465,-0.07317168863779033
2018-07-16,0,1,0,0,0,0,-0.05985,-0.00858,0,1,0,1,0,-1.36613,0.01861,1,0,0,1,0.25228,254.88,247.54,-0.025833535157826826,-0.00920319689997584,-0.04746912085250676,0.00613546459998382,-0.04847824331960937
2018-07-17,0,1,0,0,0,0,-0.08039,-0.01306,0,1,0,1,0,-1.37326,0.02019,1,0,0,1,0.27095,247.74,241.34,-0.011627906976744207,0.010755813953488236,-0.01843853820598007,0.019767441860464974,-0.014451827242525028
2018-07-18,0,1,0,0,0,0,-0.08979,-0.01773,0,1,0,1,0,-1.22983,0.02106,1,0,0,1,0.01014,240.8,238.0,0.029052949314551713,-0.010690479185008206,-0.007881608183456956,0.04569655808493689,0.009390852303693409
2018-07-19,0,1,0,0,0,0,-0.059,-0.01921,0,0,0,0,0,-0.7346,0.02167,1,0,0,0,0.28003,238.53,245.46,-0.004214057769413304,-0.03297602487521467,-0.00126830864904659,0.09009082726454465,-0.017960886997790637
2018-07-20,0,1,0,0,0,0,-0.06448,-0.02155,0,0,0,0,0,-0.74629,0.02157,0,0,0,1,-0.32124,244.42,243.39,-0.029048716260697827,-0.026291968400263266,0.005225477287689406,0.1572992100065833,0.00534891375905211
2018-07-23,0,0,0,0,0,0,-0.08964,-0.02585,0,0,0,1,0,-0.96051,0.02316,0,0,0,1,-0.06286,243.04,235.98,0.0019075071001652955,0.03475901826967909,0.05658937730490443,0.08287058624051546,0.03221567546945869
2018-07-24,0,0,0,0,0,0,-0.08501,-0.02877,0,0,0,1,0,-0.82968,0.02228,0,0,0,1,-0.36416,235.91,236.36,0.0014387880326689473,0.0338538360627989,0.039143497947611294,0.020820109178621315,0.02682916507976807
2018-07-25,0,0,0,0,0,0,-0.08087,-0.03113,0,0,0,1,0,-0.72847,0.02133,0,1,0,0,-0.41375,236.31,236.65,0.0325268589797818,0.05431012604686569,0.0550291853481093,-0.02355976651721514,0.02114880297775157
2018-07-26,0,0,0,0,0,0,-0.04996,-0.03037,0,0,0,0,0,-0.3658,0.02172,1,1,1,1,3.03837,236.42,244.11,0.003450117057542945,0.008584219821744066,0.09434427239495635,-0.04152462315685701,0.011130734792787589
2018-07-27,0,0,0,0,1,0,-0.04734,-0.03035,0,0,0,1,0,-0.31843,0.02033,0,1,0,1,-0.13367,243.47,244.31,0.018052605783368758,0.018746936775036804,0.1487910472145073,-0.03516582257801015,0.0127021728475738
2018-07-30,0,0,0,0,1,0,-0.02697,-0.02853,0,0,0,0,0,-0.05983,0.02042,0,1,0,0,-0.01908,244.84,249.26,-0.01464628225191611,0.06913847758918168,0.025079250431363054,-0.054090927330364025,-0.013763492636732155
2018-07-31,0,0,0,0,1,0,-0.03985,-0.02862,0,0,0,0,0,-0.20497,0.02141,0,1,0,1,-0.2857,249.21,245.56,0.0033790578864798526,0.13146144253590242,-0.029606983386298746,-0.04533569331026999,-0.008326964077396526
2018-08-01,0,0,0,0,1,0,-0.04593,-0.02892,0,0,0,0,0,-0.2662,0.02089,0,1,0,0,-0.39073,248.59,249.43,0.001503533303262472,-0.039768455871297625,-0.13227334235453325,-0.09498571643361908,0.05867538715982534
2018-08-02,0,0,0,0,0,0,-0.04685,-0.02911,0,0,0,0,0,-0.26607,0.02053,0,0,0,1,-0.29845,266.04,266.44,0.00976485370669522,-0.1339795368874529,-0.1622329922814575,-0.1382875605815832,-0.024735236043798237
2018-08-03,0,0,0,0,0,0,-0.04975,-0.02952,0,0,0,0,0,-0.29272,0.01846,0,0,0,1,-0.42767,278.55,281.27,-0.015378685681248672,-0.11023318558489115,-0.08949701291192913,-0.058238581614954654,0.03792638273270388
2018-08-06,0,0,0,0,0,0,-0.04433,-0.02931,0,0,0,0,0,-0.20182,0.0168,0,0,0,0,-0.46436,259.45,255.46,-0.007814749311068181,-0.04018426356270299,-0.03043639205363391,0.001562949862213614,0.09665610990005358
2018-08-08,0,0,0,0,0,0,-0.04641,-0.02891,0,0,0,0,0,-0.23483,0.01571,0,0,0,0,-0.35867,243.13,241.23,-0.006199147617202638,0.016961556674846,0.021653967023978593,0.04459942313487453,0.07550906194842666
2018-08-13,0,0,0,0,0,0,-0.07968,-0.03452,0,1,0,0,0,-1.07722,0.01663,0,0,0,0,-0.36182,232.29,230.85,0.0117932708983699,0.022069025320846425,0.043921262573707986,0.046739507457509655,0.12261533125216806
2018-08-14,0,0,0,0,0,0,-0.06712,-0.03509,0,0,0,0,0,-0.72207,0.017,0,0,0,1,-0.08284,230.64,233.36,0.013558158493156558,0.018234865061998562,0.02986227313682588,0.05624919552065899,0.07203844338610721
2018-08-15,0,0,0,0,0,0,-0.05358,-0.03467,0,0,0,0,0,-0.42059,0.01526,0,0,0,1,-0.13681,233.07,236.23,-0.0008053577483893015,0.020557816208884416,0.035690064428619994,0.05099186164801628,0.07188877585622255
2018-08-16,0,0,0,0,0,0,-0.05352,-0.03473,0,0,0,0,0,-0.42494,0.01514,0,0,0,1,-0.35608,235.92,235.73,0.00931399651256748,0.02083953557606444,0.0356398588015141,0.04529409262960926,0.08714328243950153
2018-08-17,0,0,0,0,1,0,-0.04537,-0.03398,0,0,0,0,0,-0.23798,0.01417,0,1,0,0,-0.06685,235.13,237.32,0.014622840286557137,0.029667088074167625,0.02254530130636323,0.038853771597134434,0.08196375895490937
2018-08-20,0,0,1,0,1,0,-0.0303,-0.03213,0,0,0,0,0,0.08497,0.01357,1,1,0,0,0.04204,237.3,240.77,-0.004479283314669735,0.00995396292148798,0.0012857202106921761,0.16813902368213673,0.06001410144747199
2018-08-21,0,0,0,0,1,0,-0.03202,-0.03109,0,0,0,0,0,-0.00908,0.01347,0,1,0,0,-0.24346,241.11,240.03,0.012850273586469951,0.005844801857071813,0.020477532747471328,0.12609849112916605,0.05612667882606526
2018-08-22,0,0,1,0,1,0,-0.01407,-0.02846,0,0,0,0,0,0.39483,0.01363,1,1,0,0,0.13247,241.24,244.34,-0.003315324165029443,-0.011869679109364761,0.014857563850687594,0.10220203012442708,0.035813686967910874
2018-08-23,0,0,1,0,1,0,-0.01675,-0.02683,0,0,0,0,0,0.31392,0.01351,0,1,0,1,-0.31309,244.32,243.51,-0.004921058027475889,0.009555054336682467,0.00791470166085717,0.09341808488825087,0.04219807258560593
2018-08-24,0,0,1,0,1,0,-0.01944,-0.02552,0,0,0,0,0,0.23632,0.01328,0,1,0,0,-0.02664,243.85,242.65,-0.0022730090507088185,0.02471380749679719,0.018803983964954307,0.032483365706492684,0.04930363268173754
2018-08-27,0,0,1,0,1,0,-0.02348,-0.02461,0,0,0,0,1,0.1648,0.01266,0,0,0,0,-0.23542,241.97,241.42,0.01878828008607858,0.017132925012415257,0.16557689124317165,0.07151133918225483,0.055951001489819685
2018-08-28,0,0,1,0,1,1,-0.00406,-0.02207,0,0,0,0,1,0.70546,0.01277,1,1,0,0,0.10536,241.64,246.18,0.005719153078607819,-8.112273870353182e-05,0.10189015981179539,0.013466374624807376,0.027257240204429323
2018-08-29,0,0,1,0,1,1,0.00298,-0.01965,0,0,0,0,1,0.8284,0.01253,0,0,0,0,-0.01564,246.54,247.95,-0.009191324679513002,0.13541078771265003,0.08558413287107958,0.019430782875110797,0.01007820688543104
2018-08-30,0,0,1,0,1,0,-0.00557,-0.01827,0,0,1,0,0,0.5634,0.01142,0,0,0,0,-0.05743,248.06,245.78,4.056630562665475e-05,0.10202425865076492,0.08161940692061176,0.03695590442578389,0.01294065149486845
2018-08-31,0,0,1,0,1,0,-0.00248,-0.01662,0,0,1,0,0,0.5919,0.01127,0,1,0,0,-0.12033,246.51,246.52,-0.0018782337515061975,-0.04568006237153588,-0.11464313558721384,-0.09011978169962442,-0.03969097739031824
2018-09-03,0,0,1,0,1,1,0.00951,-0.0143,0,0,1,0,0,0.80367,0.01111,1,1,0,1,0.13022,282.18,281.65,0.004808403610001566,-0.013796419588696596,-0.042313951768013,-0.05466785027370913,-0.018050007397544032
2018-09-04,0,0,1,0,1,1,0.01232,-0.01219,0,0,1,0,0,0.8001,0.01037,0,1,0,0,-0.02749,270.36,271.66,0.010544881416991947,-0.06248123686580609,-0.06236865806064251,-0.043905734013809705,-0.1290528369858902
2018-09-05,0,0,1,0,1,1,0.01959,-0.00982,0,0,1,0,0,0.84933,0.01084,0,1,0,0,-0.19805,266.48,269.29,0.010957761431712898,-0.01827557442936223,-0.041176916660347396,-0.040456510199438855,-0.05554712974899523
2018-09-07,0,0,1,0,1,0,-0.00068,-0.00764,0,0,0,0,0,0.35575,0.01064,0,1,0,0,-0.16076,263.74,266.63,-0.00581002029527633,-0.005690636316606268,0.0172310875880457,0.011341477973655811,-0.008157905209120853
2018-09-10,0,0,1,0,0,0,0.00555,-0.00654,0,0,0,0,0,0.45727,0.01081,0,1,0,1,-0.04826,251.29,249.83,-0.003118623185615843,-0.026373541754899366,-0.011473453201401473,-0.022446386632272053,0.01597813113617974
2018-09-11,0,0,1,0,0,0,0.01041,-0.00529,0,0,0,0,0,0.54269,0.00995,0,1,0,0,-0.07651,259.73,258.92,0.009943411479385711,0.03322554567502012,0.033063864187550474,0.03136620856911887,0.008124494745351596
2018-09-13,0,0,1,0,0,0,0.00805,-0.00407,0,0,0,0,1,0.44956,0.01132,1,1,0,0,0.15252,247.4,249.86,0.011277293449572179,0.026753579141006067,0.018875469887227103,0.01279692873710303,0.002039510517475751
2018-09-14,0,0,1,0,1,1,0.01943,-0.00253,0,0,0,0,1,0.77725,0.01206,0,1,0,0,-0.00809,250.06,252.88,0.009876738305941934,0.009718710493046734,-0.00019753476611883425,-0.010113780025284513,0.0014222503160554734
2018-09-17,0,0,1,1,1,1,0.02924,-0.0006,0,0,0,0,1,0.99193,0.01138,0,1,0,0,-0.06823,253.12,255.62,0.0056795926361143945,-0.002036819428123837,-0.00454367410889156,-0.021934978456717658,-7.833920877398093e-05
2018-09-18,1,0,1,1,1,1,0.03243,0.00129,1,0,0,0,1,1.01211,0.01106,0,1,0,0,-0.11297,255.3,256.75,-0.0024199843871973714,-0.012217017954722853,-0.008977361436377729,0.05768930523028892,-0.014168618266978905
2018-09-19,1,0,1,1,1,0,0.02661,0.00268,0,0,0,0,1,0.76798,0.01056,0,1,0,0,-0.03399,256.2,255.58,-0.004687866239549976,-0.00718806156731,-0.0032033752636924095,0.037112274396437384,-0.014219860926634853
2018-09-20,1,0,1,0,1,0,0.02245,0.00371,0,0,0,0,1,0.61131,0.01072,1,1,0,0,0.01975,255.98,254.78,-0.005892288957850544,-0.0026318890678398432,-0.00514593235652272,-0.088305770514986,-0.00652079978002118
2018-09-21,1,0,1,0,1,0,0.01497,0.00424,0,0,0,0,1,0.37041,0.01037,0,0,0,1,-0.41367,254.57,253.07,0.0010635364556661475,0.005081340843738902,-0.01303816914168665,-0.01882853428920317,-0.01236853507700797
2018-09-24,1,0,1,0,0,0,0.01849,0.00488,0,0,0,0,1,0.48584,0.01053,0,0,0,1,-0.2981,253.87,254.14,-0.0006297724946863203,-0.0031488624734314907,-0.01716130048020159,-0.018971896402424582,-0.009249783515704935
2018-09-25,1,0,1,0,0,0,0.01683,0.00539,0,0,0,0,1,0.40843,0.01013,0,0,0,1,-0.20542,254.06,253.9,0.003974031084005514,-0.01412551642730675,0.06622073578595322,0.03828447767066678,0.001023017902813228
2018-09-26,1,0,1,1,0,0,0.021,0.00605,0,0,0,0,1,0.53969,0.01001,0,0,0,0,-0.12614,254.15,255.16,-0.007718528386161494,-0.021666731967245223,0.040159855816322754,-0.02280296203424359,-0.0043881988794419735
2018-09-27,1,0,1,0,0,0,0.01287,0.00625,0,0,0,0,1,0.21848,0.00992,1,0,0,1,0.0191,255.23,253.26,-0.010387456060665934,0.07026343852442829,-0.08333662466922076,-0.010347960030017034,0.004739523677870228
2018-09-28,1,0,0,0,0,0,0.00199,0.00584,0,0,0,0,1,-0.2736,0.01027,1,0,0,1,0.17542,253.19,250.56,0.00012015860936442913,0.0633235871350184,-0.002323066447710964,0.01526014338927384,0.019906276284695767
2018-10-01,1,0,0,0,0,0,0.00272,0.00543,0,0,0,0,1,-0.25096,0.01005,1,0,0,1,0.02035,249.67,249.7,0.001034355374953888,-0.14263021795345399,-0.07927595123753228,-0.05696342814924271,-0.07258958256372361
2018-10-04,1,0,1,1,1,0,0.01492,0.00531,0,0,0,0,1,0.31072,0.00834,1,1,0,0,0.19751,270.7,270.98,-0.014294731370437574,-0.07514944491887265,-0.02023539895295734,-0.06222849292689259,-0.009170905580514477
2018-10-05,1,0,0,0,1,0,0.00643,0.00522,0,0,0,0,1,-0.11046,0.00824,0,1,0,1,-0.06842,269.33,265.48,-0.030170072291170413,0.041494296101291184,0.0422046717646567,0.05444820525677985,0.08741799339768508
2018-10-08,1,0,0,0,1,0,0.00315,0.00492,0,0,0,0,1,-0.30073,0.00824,0,0,0,1,-0.17186,239.31,232.09,0.007075280989730759,0.06687151289722637,0.013058947198188786,0.022519608635885868,0.052195358615670706
2018-10-09,1,0,0,0,0,0,-0.00235,0.00434,0,0,0,0,1,-0.57633,0.00839,0,0,0,0,-0.05766,247.34,249.09,-0.001922152811148492,-0.0012413903572000562,0.015056863687329836,0.004044529873458158,0.0027230498157937433
2018-10-10,1,0,0,0,0,0,-0.00452,0.00367,0,0,0,0,1,-0.80361,0.00849,0,0,0,0,-0.18467,249.72,249.24,-0.0121293800539084,-0.06195717280622948,-0.044324648098233,-0.057689427972446805,-0.022050014974543175
2018-10-12,1,0,0,0,0,0,-0.00352,0.00251,0,0,0,0,1,-0.66107,0.00817,0,0,0,0,-0.20581,267.12,263.88,-0.0018409572977948763,0.014447512706607268,0.010805618921839288,0.018169448113018793,0.0471044943370551
2018-10-15,1,0,0,0,0,0,-0.00334,0.00208,0,0,0,0,1,-0.59781,0.00825,0,0,0,0,-0.16103,249.87,249.41,0.005336222115230216,0.024233670357888037,0.01243781094527363,0.019539399775317046,0.047985877066281324
2018-10-16,1,0,0,0,1,0,0.00124,0.00194,0,0,0,0,1,-0.3187,0.00823,1,1,0,0,0.26011,249.24,250.57,0.011694272600279332,0.008062263021352933,0.009419277589303388,0.01532628217920573,0.03025344242666117
2018-10-17,1,0,1,1,1,0,0.01236,0.00245,0,0,0,0,1,0.40942,0.00854,1,1,0,1,0.22112,250.55,253.48,0.00865304832273095,-0.0029633727132640786,-0.009324746137737594,0.00612430360741234,0.025682563514955126
2018-10-18,1,0,1,1,1,1,0.01877,0.00327,0,0,0,0,1,0.83407,0.00847,0,1,0,1,-0.02995,253.09,255.28,-0.009607089640028321,-0.008273860873657002,-0.012979374166732005,-0.015567406477923318,0.02313544035761894
2018-10-19,1,0,1,1,1,0,0.00764,0.00344,0,0,0,0,1,0.18035,0.00907,1,1,0,1,0.34971,255.02,252.57,-0.0005544993662863762,-0.006931242078580535,0.007644169835234527,0.056955006337135794,0.034735424588086206
2018-10-22,1,0,1,1,1,0,0.00645,0.00349,0,0,0,0,1,0.15108,0.00893,1,1,0,0,0.09253,252.48,252.34,0.0014254603048899916,-0.00332607404474361,0.006176994654523815,0.030409819837655894,0.0431597703425064
2018-10-23,1,0,1,1,1,0,0.00838,0.00363,0,0,0,0,1,0.31562,0.00921,0,1,0,0,-0.09986,252.55,252.91,-0.005513247659844622,0.00908297636046318,0.009003649056005036,0.03224654926225612,0.05235602094240832
2018-10-24,1,0,0,0,0,0,-0.0003,0.0033,0,0,0,0,1,-0.2124,0.00883,0,0,0,0,-0.05459,252.12,250.73,0.006196034537895745,0.015789894467540755,0.01790853853533725,0.0009593859929646342,0.07147425647585548
2018-10-25,1,0,1,1,0,0,0.00347,0.00317,0,0,0,0,1,0.09211,0.00863,1,0,0,0,0.08328,250.16,251.71,0.01048576081344077,0.010406323231520798,-0.00285975294912022,0.037573976248163055,0.055129681852484236
2018-10-26,1,0,1,1,1,0,0.01367,0.00363,0,0,0,0,1,0.77666,0.00903,1,1,0,0,0.17081,251.77,254.41,-0.002433949672201896,-0.00035331527499704585,0.04761904761904767,0.027126761669218347,0.04691241706905358
2018-10-29,1,0,1,1,1,0,0.01198,0.00397,0,0,0,0,1,0.6231,0.00874,1,1,0,1,0.23834,254.73,254.11,0.0012989057702903484,-0.011847595056285853,0.02428560182634021,0.028103597575375838,0.04392663150436915
2018-10-30,1,0,1,1,1,0,0.01257,0.00432,0,0,0,0,1,0.63192,0.00847,1,1,0,1,0.08598,254.06,254.39,-0.00019631709136602726,0.04778358003847827,0.02183046055989646,0.013506615885979123,0.04267933566296289
2018-10-31,1,0,1,1,1,0,0.01303,0.00465,0,0,0,0,1,0.62444,0.00834,0,1,0,0,-0.15536,254.69,254.64,0.003317080968747499,0.04000479577971383,0.0007193669570777494,0.037447046598992895,0.12960594676684511
2018-11-01,1,0,1,1,1,0,0.01469,0.00504,0,0,0,0,1,0.72362,0.00817,1,1,0,0,0.08442,250.22,251.05,0.004857476371578295,-0.020032383175810464,-0.016342207327634806,-0.01750950785103733,-0.0069661482848212275
2018-11-05,1,0,1,1,1,1,0.02384,0.00665,0,0,1,0,1,0.9589,0.00831,0,1,0,1,-0.19406,265.57,266.86,0.018871618182530137,-0.019615520144082077,0.02439215379194226,0.02286519713401991,0.023687404565208903
2018-11-06,1,0,1,1,1,1,0.02311,0.00733,0,0,0,0,1,0.84738,0.00734,0,1,0,0,-0.06213,255.41,260.23,-0.007966760692231345,-0.004231150415491158,-0.0043455058321262285,0.004231150415491491,-0.01761073416177461
2018-11-07,1,0,1,1,1,1,0.02587,0.00808,0,0,0,0,1,0.89063,0.00679,1,1,0,0,0.04454,262.34,260.25,0.005460970125281239,0.05059428204304517,0.03650016061676831,0.06537102473498235,0.00144555091551557
2018-11-09,1,0,1,1,1,0,0.02329,0.00934,0,0,1,0,1,0.69665,0.00634,1,1,0,0,0.06505,249.04,250.4,-0.009404269841871593,-0.009518031170604013,-0.01562322247923853,0.016419551780364916,-0.023586515490500837
2018-11-12,1,0,1,1,0,0,0.01693,0.00947,0,0,0,0,1,0.42512,0.00638,1,1,0,1,0.0995,263.71,261.23,0.017658498638661868,0.004006223259432007,0.014858031894204649,0.03325554259043151,0.014391287436795075
2018-11-13,1,0,1,1,1,1,0.03197,0.01024,1,0,1,0,1,1.00089,0.00687,1,1,0,0,0.39092,257.1,261.64,0.00030637254901955124,-0.005859375000000111,0.000497855392156854,0.021292892156862697,-0.002642463235294157
2018-11-14,1,0,1,1,1,0,0.02902,0.01092,0,0,1,0,0,0.80983,0.00666,1,0,0,1,0.04686,261.12,261.2,-0.009630141190914654,0.0010742786985882269,0.010781154082259103,0.017572130141191078,0.004757519950890243
2018-11-15,1,0,1,1,0,0,0.01625,0.01093,0,0,0,0,0,0.30676,0.00687,0,0,0,1,-0.04931,260.64,258.13,0.00491638278104678,0.011342520904304765,0.02709817280891924,0.0280272530195107,0.012116754413131092
2018-11-16,1,0,1,1,1,0,0.02112,0.01104,0,0,0,0,0,0.48192,0.00704,0,0,0,0,-0.0955,258.32,259.59,0.003770100792490627,0.01350311610371624,0.031161037162422245,0.08736631530353156,0.0028468108024928274
2018-11-19,1,0,1,1,1,0,0.02529,0.01138,0,0,0,0,0,0.62425,0.00724,1,1,0,0,0.11172,259.94,260.92,0.006976564909034755,0.02266419981498613,0.02393617021276584,0.016497070613629372,0.009366327474560565
2018-11-21,1,1,1,1,1,0,0.02476,0.01168,0,0,0,0,1,0.61624,0.00782,0,1,0,0,-0.07338,259.44,261.25,0.008073773628223924,0.025637101094359904,0.02043315221550479,0.0004591719598989741,0.010981862707583945
2018-11-22,1,1,1,1,1,1,0.03204,0.01229,0,0,0,0,1,0.93871,0.00739,1,1,0,0,0.27035,261.34,263.45,0.007671857197113496,0.0089251804025825,0.007292062286365475,-0.02119255601974923,-0.0018989745537409952
2018-11-23,1,1,1,1,1,1,0.03776,0.01316,1,0,0,0,0,1.08349,0.00779,1,1,0,0,0.04214,263.3,265.32,0.011471698113207696,0.006339622641509557,0.0021132075471699263,-0.05886792452830192,0.0036981132075473155
2018-11-26,1,1,1,1,1,1,0.04642,0.01437,1,0,1,0,0,1.24797,0.00847,1,1,0,1,0.20153,265.0,268.04,-0.0077319587628867925,-0.009338114447930645,0.05576721948304186,-0.03821156432093242,-0.005079934259674346
2018-11-27,1,1,1,1,1,0,0.03558,0.01512,0,0,0,0,0,0.80552,0.00889,0,1,0,0,-0.02151,267.72,265.65,0.004860770940879444,0.0006405667131392789,-0.006292625946719754,-0.01729530125475709,0.006292625946719976
2018-11-28,1,1,1,1,1,0,0.03798,0.01576,0,0,0,0,0,0.85944,0.00931,0,1,0,0,-0.31254,265.39,266.68,-0.007929976808558226,0.05726789855614567,-0.021994463978454393,-0.025847235729782203,-0.0011969776314805225
2018-11-29,1,1,1,1,1,0,0.03099,0.01609,0,0,0,0,0,0.59614,0.00978,1,1,0,0,0.26356,267.34,265.22,0.0006405667131392789,-0.006292625946719754,-0.028900862881042877,-0.01322581860657901,0.0068201514751875525
2018-11-30,1,1,1,1,1,0,0.03101,0.0163,0,0,0,0,0,0.58469,0.0098,0,1,0,0,-0.20326,265.39,265.56,-0.0006364247074214235,-0.07555775554219857,-0.1181982109394335,-0.07559311247038858,-0.05430824169996096
2018-12-03,1,1,1,1,0,0,0.02931,0.01641,0,0,0,0,0,0.51319,0.00904,0,0,0,0,-0.04284,282.83,282.65,-0.011136525554013899,-0.033634556976264496,-0.03449698151411751,-0.022535528141287564,0.0055120176984515545
2018-12-04,1,1,1,1,0,0,0.0211,0.01616,0,0,0,0,0,0.19396,0.00933,1,0,0,0,0.00235,266.69,263.72,0.0014554925693273102,-0.0447372452888003,-0.0010724682089779947,0.0030258924467596593,0.09671365098820295
2018-12-06,1,1,1,1,1,0,0.02693,0.01595,0,0,0,0,0,0.4336,0.00898,0,1,0,1,-0.1742,261.08,261.46,-0.00876923076923064,-0.009653846153846124,0.001653846153846228,0.016192307692307617,0.16957692307692307
2018-12-07,1,1,1,1,1,0,0.02978,0.01606,0,0,0,0,0,0.54748,0.00877,0,1,0,0,-0.16278,260.0,257.72,0.0009230645743869559,0.04667496087008871,0.051009351045470996,0.05470160934301882,0.19725488622225784
2018-12-10,1,1,1,1,0,0,0.01821,0.01573,0,0,0,0,1,0.0489,0.00953,0,1,0,0,-0.08299,249.17,249.4,-0.0063672146330168156,0.0049780041676315,0.008914100486223653,0.026394998842324657,0.11024928610017759
2018-12-11,1,1,0,1,0,0,0.00767,0.01482,0,0,0,0,1,-0.42129,0.00972,1,1,0,0,0.19131,259.14,257.49,-0.0038577594438714558,0.00026736946640681936,-0.0043161071005690665,0.017379015316450808,0.016500515641113767
2018-12-12,1,1,0,1,0,0,0.00577,0.01376,0,0,0,0,1,-0.49117,0.00931,0,0,0,0,-0.26014,261.81,260.8,-0.0018397148441992028,0.002069679199723895,0.0036794296883981836,0.023571346441301433,-0.03146678931432312
2018-12-13,1,1,0,1,0,0,0.00417,0.01271,0,0,0,0,1,-0.61978,0.00893,0,0,0,0,-0.15868,260.91,260.43,0.006959664705656232,0.0023455223593649155,0.015918791094705176,0.026723574422270913,0.05517745222440129
2018-12-14,1,1,0,1,0,0,0.00938,0.01198,0,0,0,0,1,-0.38617,0.00875,1,0,0,0,5e-05,260.07,261.88,0.00011475786091330598,0.0017213679137020321,0.005278861602019624,0.022110014535995592,0.05955932981409218
2018-12-17,1,1,0,1,0,0,0.00742,0.01128,0,0,0,0,1,-0.48391,0.00818,1,0,0,0,0.06095,261.42,261.45,-0.0036310820624545492,0.009861254443297662,0.01662653365439759,0.022321599204984333,0.06272216488934768
2018-12-18,1,1,0,1,0,0,0.00427,0.01049,0,0,0,0,1,-0.68145,0.00782,1,0,0,0,0.06677,261.63,260.68,0.003987271402829506,0.007552812176513601,0.021201548901583545,0.028102595560326904,0.0731127554345743
2018-12-19,1,1,0,1,1,0,0.00851,0.00994,0,0,0,0,1,-0.44112,0.00757,0,0,0,0,-0.14423,260.83,261.87,0.009668297156832706,0.01643228370528904,0.020559461938245205,0.09419902170590033,0.0676016508712931
2018-12-20,1,1,1,1,1,0,0.01682,0.00988,0,0,0,0,1,0.05536,0.00793,1,1,0,0,0.18127,261.68,264.21,-0.005261364926757217,0.008213785533139006,0.010711987584692828,0.1510276694802981,0.05125099360308871
2018-12-21,1,1,0,1,1,0,0.01094,0.00961,0,0,0,0,1,-0.22269,0.00787,0,0,0,0,-0.14442,264.19,262.8,0.011715481171548303,0.015823507036896167,0.01635602890833021,0.13472803347280338,0.06892354507417275
2018-12-24,1,1,1,1,1,0,0.02225,0.00986,0,0,0,0,1,0.52462,0.00815,1,1,0,1,0.19458,262.9,265.98,0.0003004356316660406,0.0027790295929097653,0.0044689800210306885,0.0804791948325072,0.06072555205047325
2018-12-25,1,1,1,1,1,0,0.02276,0.01021,0,0,0,0,1,0.59398,0.00759,0,1,0,0,-0.21538,266.28,266.36,0.0022141329230307427,0.0027395203962921055,0.006342177355799894,-0.0012759410064924204,0.07321649716666045
2018-12-26,1,1,1,1,1,1,0.02442,0.0106,0,0,0,0,1,0.74004,0.00739,0,1,0,1,-0.14417,266.47,267.06,-0.002316544612165572,-0.0006351815872065458,0.06983261096995963,-0.05582125242863545,0.05552234344642071
2018-12-27,1,1,1,1,1,0,0.02329,0.01092,0,0,0,0,1,0.6812,0.00735,0,1,0,1,-0.19822,267.64,267.02,0.0022505626406601476,0.0058514628657164725,0.14062265566391585,0.02933233308327088,0.06121530382595641
2018-12-28,1,1,1,1,1,1,0.02302,0.01119,0,0,0,0,1,0.67596,0.00653,0,1,0,0,-0.07038,266.6,267.2,0.0013477593500805796,0.07195537419040843,0.11684324810003366,0.03698850660776465,0.05368574744487287
2018-12-31,1,1,1,1,1,1,0.02309,0.01143,0,0,1,0,1,0.68079,0.00609,0,1,0,1,-0.05905,267.11,267.47,0.002354876088663138,0.13665757111352006,0.07543079280828313,0.03928531379658384,0.069113744252981
2019-01-01,1,1,1,1,1,1,0.0247,0.01172,0,0,1,0,0,0.72656,0.00609,0,1,0,1,-0.03522,267.53,268.16,0.012553928849282192,0.054954381497984484,-0.05887969446212593,-0.010184595798854224,0.0004597213381429821
2019-01-02,1,1,1,1,0,0,0.01722,0.01166,0,0,1,0,0,0.37524,0.00638,1,1,0,0,0.1554,282.78,286.33,-0.016526520051746485,-0.0695019404915912,-0.18272962483829236,-0.09647477360931433,-0.13845407503234153
2019-01-04,1,1,1,1,1,1,0.03623,0.01275,1,0,1,0,0,1.08851,0.00711,1,1,0,1,0.30355,309.2,304.09,-0.0011718619211840142,-0.1089496769009275,-0.081193290253457,-0.07011082465597485,0.011015502059128712
2019-01-07,1,1,1,1,1,0,0.02786,0.0132,0,0,1,0,0,0.71525,0.00753,0,1,0,1,-0.22589,298.67,298.32,-0.0028074310273118463,-0.12415083876334398,-0.039962567586302455,-0.025994731734368504,-0.011714959101622013
